MainBranch,RemoteWork,Age,SurveyYear,ResponseId
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,884
I code primarily as a hobby,,18-24 years old,2022,885
I am a developer by profession,Full in-person,35-44 years old,2022,886
I am a developer by profession,Full in-person,18-24 years old,2022,887
I code primarily as a hobby,,18-24 years old,2022,888
I am a developer by profession,Full in-person,18-24 years old,2022,889
I am learning to code,,18-24 years old,2022,890
I am a developer by profession,Fully remote,25-34 years old,2022,891
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,892
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,893
I am learning to code,,18-24 years old,2022,894
I am a developer by profession,Fully remote,25-34 years old,2022,895
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,896
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,897
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,898
I am a developer by profession,Full in-person,55-64 years old,2022,899
I am a developer by profession,,25-34 years old,2022,900
I am learning to code,,18-24 years old,2022,901
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,902
I am a developer by profession,,18-24 years old,2022,903
"I am not primarily a developer, but I write code sometimes as part of my work",Full in-person,18-24 years old,2022,904
"I used to be a developer by profession, but no longer am",Fully remote,35-44 years old,2022,905
I am learning to code,,18-24 years old,2022,906
"I am not primarily a developer, but I write code sometimes as part of my work",,18-24 years old,2022,907
I am a developer by profession,Full in-person,35-44 years old,2022,908
I code primarily as a hobby,,18-24 years old,2022,909
I am learning to code,,18-24 years old,2022,910
I am a developer by profession,Fully remote,Prefer not to say,2022,911
I am a developer by profession,Fully remote,25-34 years old,2022,912
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,913
I code primarily as a hobby,,Under 18 years old,2022,914
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,35-44 years old,2022,915
I am a developer by profession,Fully remote,25-34 years old,2022,916
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,917
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",18-24 years old,2022,918
I am a developer by profession,Fully remote,25-34 years old,2022,919
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,25-34 years old,2022,920
I code primarily as a hobby,,Under 18 years old,2022,921
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,25-34 years old,2022,922
I am a developer by profession,Fully remote,25-34 years old,2022,923
I am a developer by profession,,18-24 years old,2022,924
I am a developer by profession,Fully remote,18-24 years old,2022,925
I am a developer by profession,Fully remote,25-34 years old,2022,926
I am a developer by profession,Fully remote,18-24 years old,2022,927
I am a developer by profession,Fully remote,25-34 years old,2022,928
"I am not primarily a developer, but I write code sometimes as part of my work",,,2022,929
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,930
I am a developer by profession,Full in-person,18-24 years old,2022,931
I code primarily as a hobby,Fully remote,18-24 years old,2022,932
I am a developer by profession,,18-24 years old,2022,933
I code primarily as a hobby,,,2022,934
I am a developer by profession,Fully remote,18-24 years old,2022,935
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,936
I am learning to code,,18-24 years old,2022,937
"I used to be a developer by profession, but no longer am",Fully remote,25-34 years old,2022,938
I am a developer by profession,Full in-person,18-24 years old,2022,939
I am a developer by profession,Fully remote,45-54 years old,2022,940
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,941
I am learning to code,"Hybrid (some remote, some in-person)",25-34 years old,2022,942
I am a developer by profession,Fully remote,25-34 years old,2022,943
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,944
"I used to be a developer by profession, but no longer am",Fully remote,35-44 years old,2022,945
I am a developer by profession,,18-24 years old,2022,946
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,947
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,948
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,949
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,950
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,951
I code primarily as a hobby,,18-24 years old,2022,952
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,953
I am a developer by profession,Fully remote,45-54 years old,2022,954
I am a developer by profession,Full in-person,35-44 years old,2022,955
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,35-44 years old,2022,956
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",Under 18 years old,2022,957
I am a developer by profession,Fully remote,45-54 years old,2022,958
I am a developer by profession,Fully remote,25-34 years old,2022,959
I code primarily as a hobby,,Under 18 years old,2022,960
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,961
I am a developer by profession,Fully remote,25-34 years old,2022,962
I am a developer by profession,Fully remote,25-34 years old,2022,963
I am learning to code,,18-24 years old,2022,964
I am a developer by profession,Fully remote,35-44 years old,2022,965
I am a developer by profession,Fully remote,25-34 years old,2022,966
I am a developer by profession,Fully remote,25-34 years old,2022,967
I am a developer by profession,Full in-person,25-34 years old,2022,968
I am a developer by profession,Fully remote,18-24 years old,2022,969
I am a developer by profession,Fully remote,35-44 years old,2022,970
I am a developer by profession,Fully remote,18-24 years old,2022,971
I am a developer by profession,,45-54 years old,2022,972
"I am not primarily a developer, but I write code sometimes as part of my work",Full in-person,25-34 years old,2022,973
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,25-34 years old,2022,974
I am learning to code,,Under 18 years old,2022,975
I am a developer by profession,Fully remote,18-24 years old,2022,976
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,977
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,978
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,979
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,980
I am a developer by profession,Fully remote,25-34 years old,2022,981
I am a developer by profession,,25-34 years old,2022,982
I am a developer by profession,Fully remote,25-34 years old,2022,983
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,984
I am a developer by profession,Fully remote,35-44 years old,2022,985
I code primarily as a hobby,,18-24 years old,2022,986
I am a developer by profession,Fully remote,35-44 years old,2022,987
I am a developer by profession,Fully remote,25-34 years old,2022,988
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,989
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,990
I am a developer by profession,,25-34 years old,2022,991
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,992
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,993
I am a developer by profession,Fully remote,25-34 years old,2022,994
I am a developer by profession,Fully remote,25-34 years old,2022,995
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,996
I am a developer by profession,Fully remote,25-34 years old,2022,997
I am a developer by profession,Fully remote,35-44 years old,2022,998
I am learning to code,,18-24 years old,2022,999
