ResponseId,LanguageWantToWorkWith
902,TypeScript
903,C
903,C++
903,Java
903,Lua
903,Python
903,R
903,Rust
904,Bash/Shell
904,C
904,HTML/CSS
904,Java
904,JavaScript
904,MATLAB
904,Python
905,PHP
905,R
905,Rust
906,R
906,Rust
907,C
907,C#
907,Dart
907,HTML/CSS
908,C
908,C#
908,Clojure
908,SQL
909,C
909,C#
909,Crystal
909,Julia
909,R
909,Rust
910,C
910,HTML/CSS
910,Java
910,JavaScript
910,Python
910,R
910,Rust
910,TypeScript
912,Python
912,R
912,Rust
913,C
913,HTML/CSS
913,Java
913,JavaScript
913,TypeScript
914,C
914,C++
914,Python
914,R
914,Rust
914,SQL
915,Bash/Shell
915,Python
916,R
916,Rust
916,SQL
916,TypeScript
917,Scala
918,C
918,HTML/CSS
918,R
918,Rust
919,R
919,Rust
920,Python
921,LISP
921,R
921,Rust
921,SQL
922,C
922,C#
922,Python
922,R
922,Rust
923,Python
923,R
923,Rust
924,C
924,Kotlin
924,R
924,Rust
926,R
926,Rust
927,Kotlin
927,R
927,Rust
927,TypeScript
928,Go
928,Kotlin
928,R
928,Rust
929,Bash/Shell
929,C
929,Go
929,Java
929,JavaScript
929,Python
929,R
929,Rust
930,C
930,C#
930,Python
930,R
930,Rust
930,TypeScript
931,Bash/Shell
931,C
931,Kotlin
931,PowerShell
931,Python
932,Bash/Shell
932,C
932,Go
932,HTML/CSS
932,Java
932,JavaScript
932,Python
932,R
932,Rust
932,SQL
932,TypeScript
933,C
933,C++
933,Haskell
933,Julia
933,Python
933,R
933,Rust
933,SQL
935,C
935,C#
935,Java
935,JavaScript
935,Python
935,SQL
935,TypeScript
936,C
936,C#
936,HTML/CSS
936,Java
936,JavaScript
936,SQL
937,C
937,C++
937,HTML/CSS
937,Java
937,JavaScript
937,Python
937,TypeScript
938,Bash/Shell
938,C
938,Clojure
938,Java
938,Kotlin
938,Scala
938,TypeScript
939,C
939,Clojure
940,Bash/Shell
940,C
940,Clojure
940,HTML/CSS
940,TypeScript
941,Lua
941,R
941,Rust
941,Solidity
942,Elixir
942,Java
942,JavaScript
942,R
942,Rust
942,SQL
943,Go
943,R
943,Rust
943,SQL
944,Go
945,Bash/Shell
945,C
945,C#
945,Java
945,JavaScript
945,PHP
945,PowerShell
945,Python
945,SQL
945,TypeScript
946,C
946,C#
946,C++
946,Go
946,R
946,Rust
947,C
947,C#
947,Java
947,Kotlin
948,C
948,C#
948,Go
948,HTML/CSS
948,Java
948,JavaScript
948,Python
948,SQL
948,Swift
948,TypeScript
949,Bash/Shell
949,Go
949,Java
949,JavaScript
949,Kotlin
949,SQL
949,TypeScript
950,Bash/Shell
950,C
950,Dart
950,Elixir
950,Erlang
950,Go
950,HTML/CSS
950,Java
950,JavaScript
950,OCaml
950,Python
950,R
950,Ruby
950,Rust
950,SQL
950,Scala
950,Solidity
950,Swift
950,TypeScript
951,R
951,Rust
951,SQL
952,C
952,C#
952,HTML/CSS
952,Haskell
952,Java
952,JavaScript
952,Python
952,R
952,Rust
952,TypeScript
953,C
953,C#
954,F#
954,Haskell
956,C
956,Crystal
956,Go
956,HTML/CSS
956,Java
956,JavaScript
956,R
956,Ruby
957,APL
957,R
957,Rust
959,C
959,C++
961,Python
961,R
961,Rust
961,Scala
962,R
962,Rust
962,Swift
963,R
963,Rust
963,SQL
963,Scala
964,Assembly
964,C
964,C#
964,C++
964,Dart
964,Java
964,R
964,Rust
965,C
965,C#
965,R
965,Rust
965,SQL
965,TypeScript
966,C
966,C#
966,C++
966,Java
966,Objective-C
966,PowerShell
966,Python
966,TypeScript
967,Elixir
967,Erlang
967,Julia
967,R
967,Rust
967,TypeScript
968,C
968,HTML/CSS
968,R
968,Rust
968,SQL
969,Elixir
969,Erlang
970,C
970,C#
971,Assembly
971,Bash/Shell
971,C
971,C++
971,Haskell
971,LISP
971,OCaml
971,Python
971,R
971,Rust
971,Solidity
972,Java
972,JavaScript
972,Perl
972,Python
973,R
973,Rust
974,C
974,C#
974,Java
974,JavaScript
974,Python
975,Java
975,JavaScript
975,Python
975,SQL
975,TypeScript
976,Java
976,Kotlin
977,Bash/Shell
977,C
977,HTML/CSS
977,Java
977,JavaScript
977,Python
977,TypeScript
978,C
978,C#
978,R
978,Rust
979,Java
979,Python
979,TypeScript
980,Bash/Shell
980,C
980,C#
980,Go
980,HTML/CSS
980,Python
980,R
980,Rust
980,Solidity
980,TypeScript
981,Bash/Shell
981,C
981,C++
981,HTML/CSS
981,Java
981,JavaScript
981,PHP
981,Python
982,Assembly
982,Bash/Shell
982,C
982,C++
982,PowerShell
982,Python
982,R
982,Rust
982,Swift
983,C
983,C#
983,Java
983,JavaScript
983,Python
983,SQL
984,C
984,C#
984,Clojure
984,F#
984,HTML/CSS
984,Haskell
984,TypeScript
985,C
985,Clojure
985,Elixir
985,F#
985,Haskell
985,OCaml
985,R
985,Rust
985,Scala
986,C
986,C++
986,Haskell
986,Java
987,Java
987,JavaScript
987,TypeScript
988,Bash/Shell
988,Python
988,R
988,Rust
988,SQL
989,Python
989,R
989,Rust
990,C
990,C#
990,TypeScript
991,C
991,Clojure
992,Bash/Shell
992,C
992,Go
992,HTML/CSS
992,Java
992,JavaScript
992,Python
992,R
992,Rust
992,SQL
993,C
993,HTML/CSS
993,Java
993,JavaScript
994,Bash/Shell
994,C
994,Dart
994,HTML/CSS
994,Python
994,R
994,Rust
994,SQL
994,TypeScript
995,C
995,C#
995,SQL
995,TypeScript
996,Bash/Shell
996,C
996,Clojure
996,Elixir
996,Haskell
996,Java
996,JavaScript
996,R
996,Rust
996,SQL
996,TypeScript
997,Go
997,Java
997,JavaScript
997,PowerShell
997,Python
997,SQL
997,TypeScript
999,Python
999,R
999,Rust
1000,C
1000,C#
1000,C++
1000,PowerShell
1000,R
1000,Rust
1000,TypeScript
1001,APL
1001,Assembly
1001,C
1001,C#
1001,Haskell
1001,R
1001,Rust
1002,Bash/Shell
1002,C
1002,C++
1002,Delphi
1002,HTML/CSS
1002,Java
1002,JavaScript
1002,PHP
1002,SQL
1002,TypeScript
1003,Java
1003,Python
1003,R
1003,Rust
1003,TypeScript
1004,Haskell
1005,Bash/Shell
1005,C
1005,C#
1005,Go
1005,Kotlin
1005,Python
1005,R
1005,Rust
1005,TypeScript
1006,Python
1006,R
1006,Rust
1007,C
1007,C#
1007,C++
1007,Dart
1007,Elixir
1007,Java
1007,Kotlin
1007,Objective-C
1007,R
1007,Ruby
1007,Rust
1007,Swift
1007,TypeScript
1008,Bash/Shell
1008,C
1008,Clojure
1008,F#
1008,Python
1008,R
1008,Rust
1008,TypeScript
1009,Bash/Shell
1010,C
1010,C#
1010,HTML/CSS
1010,TypeScript
1012,Python
1012,R
1012,Rust
1013,Kotlin
1013,R
1013,Rust
1014,Go
1014,Kotlin
1014,Python
1014,R
1014,Rust
1014,SQL
1015,C
1015,C#
1015,PowerShell
1016,Assembly
1016,Bash/Shell
1016,C
1016,C#
1016,C++
1016,PowerShell
1016,R
1016,Rust
1017,C
1017,C#
1017,Java
1017,JavaScript
1017,SQL
1018,Bash/Shell
1018,C
1019,Assembly
1019,C
1019,C++
1019,Dart
1019,Go
1019,Kotlin
1019,Python
1019,R
1019,Rust
1019,Scala
1019,TypeScript
1020,Bash/Shell
1020,R
1020,Rust
1020,SQL
1020,TypeScript
1021,C
1021,C#
1021,Java
1021,JavaScript
1021,Swift
1021,TypeScript
1022,C
1022,Clojure
1022,Dart
1023,Bash/Shell
1023,Java
1023,PHP
1023,Python
1023,SQL
1024,Bash/Shell
1024,R
1024,Rust
1024,TypeScript
1025,C
1025,Elixir
1025,HTML/CSS
1025,Haskell
1025,Java
1025,JavaScript
1025,Kotlin
1025,PowerShell
1025,TypeScript
1026,Bash/Shell
1026,C
1026,Dart
1026,Go
1026,HTML/CSS
1026,Java
1026,JavaScript
1026,Python
1026,R
1026,Rust
1026,Solidity
1026,TypeScript
1027,R
1027,Rust
1027,SQL
1028,C
1028,Clojure
1029,Python
1029,R
1029,Rust
1030,Go
1030,Python
1030,R
1030,Rust
1031,Bash/Shell
1031,C
1031,C#
1031,C++
1031,Dart
1031,Julia
1031,Python
1032,R
1032,Rust
1033,C
1033,C#
1033,C++
1033,Python
1034,C
1034,Dart
1034,HTML/CSS
1034,Java
1034,JavaScript
1034,SQL
1034,TypeScript
1035,Elixir
1035,Python
1035,R
1035,Rust
1035,SQL
1036,Bash/Shell
1036,Dart
1036,Go
1036,Java
1036,JavaScript
1036,Kotlin
1036,PowerShell
1036,R
1036,Rust
1036,SQL
1036,TypeScript
1037,C
1037,Crystal
1037,Dart
1037,OCaml
1037,R
1037,Rust
1037,TypeScript
1038,Bash/Shell
1038,C
1038,C#
1038,HTML/CSS
1038,Java
1038,JavaScript
1038,TypeScript
1039,C
1039,C++
1039,Julia
1039,Python
1039,R
1039,Rust
1040,Go
1040,Python
1040,R
1040,Rust
1041,C
1041,C#
1041,Java
1041,JavaScript
1041,SQL
1041,TypeScript
1042,Python
1042,R
1042,Rust
1043,Bash/Shell
1043,C
1043,Clojure
1043,Go
1043,HTML/CSS
1043,Java
1043,JavaScript
1043,SQL
1043,TypeScript
1044,C
1044,HTML/CSS
1044,Java
1044,JavaScript
1044,SQL
1044,TypeScript
1045,Java
1045,MATLAB
1045,Python
1046,C
1046,C++
1046,R
1046,Rust
1047,R
1047,Rust
1048,C
1048,Java
1048,JavaScript
1048,PHP
1048,R
1048,Rust
1048,SQL
1048,TypeScript
1049,C
1049,C++
1049,Go
1049,Lua
1049,Python
1050,Bash/Shell
1050,C
1050,Crystal
1050,Elixir
1050,R
1050,Ruby
1050,Rust
1050,SQL
1051,APL
1051,C
1051,Clojure
1051,Elixir
1051,LISP
1051,OCaml
1051,R
1051,Rust
1052,C
1052,Clojure
1052,F#
1052,Python
1053,C
1053,C#
1053,Go
1053,Java
1053,JavaScript
1053,TypeScript
1054,Python
1054,R
1054,Rust
1055,Bash/Shell
1055,C
1055,C#
1055,C++
1055,Delphi
1055,Haskell
1055,Kotlin
1055,Python
1055,R
1055,Rust
1055,SQL
1056,C
1056,C#
1056,Java
1056,Python
1056,Scala
1057,C
1057,C#
1057,Go
1057,HTML/CSS
1057,Java
1057,JavaScript
1057,Kotlin
1057,Python
1057,SQL
1057,TypeScript
